手机网络功能_-1,手机网络功能_0,手机网络功能_1,手机网络功能_2,账户消费限额_0,账户消费限额_1,在职总月数,家庭中唯一订阅者的数量,每月平均使用分钟数,平均占线语音呼叫数,平均未接语音呼叫数,是否流失
0,1,0,0,1,0,11,2,39,0,5,1
0,1,0,0,1,0,9,1,809,3,15,1
0,1,0,0,1,0,12,2,86,0,4,0
0,1,0,0,1,0,11,1,1075,5,65,1
0,1,0,0,0,1,20,1,1940,3,44,0
0,0,1,0,1,0,8,3,25,0,1,1
0,0,1,0,1,0,29,2,35,0,6,1
0,1,0,0,1,0,13,2,184,1,1,0
0,1,0,0,1,0,39,1,197,0,11,0
0,0,1,0,1,0,12,2,62,2,1,0
0,1,0,0,1,0,12,1,741,0,12,0
0,1,0,0,0,1,11,1,248,0,0,0
0,1,0,0,0,1,8,1,391,3,24,0
0,1,0,0,1,0,10,1,691,5,25,0
0,1,0,0,1,0,26,1,192,2,0,1
0,0,1,0,1,0,33,1,443,6,37,0
0,1,0,0,1,0,13,2,1483,1,58,1
0,1,0,0,1,0,30,2,-1,0,0,1
0,0,0,1,0,1,13,2,1819,16,60,0
0,0,1,0,1,0,14,2,19,0,2,1
0,1,0,0,0,1,30,1,2677,11,102,1
0,1,0,0,1,0,16,1,289,1,18,1
0,1,0,0,1,0,17,1,765,5,58,0
0,1,0,0,1,0,23,1,322,1,96,1
0,0,1,0,1,0,30,1,25,0,5,0
0,0,0,1,1,0,22,1,173,6,11,1
0,1,0,0,0,1,13,1,947,0,69,1
0,0,0,1,1,0,32,2,24,0,1,1
0,1,0,0,1,0,12,1,108,0,0,0
0,1,0,0,0,1,12,1,816,9,43,1
0,1,0,0,1,0,10,1,196,1,6,1
0,0,0,1,1,0,13,3,54,0,7,1
0,0,0,1,1,0,35,1,17,0,3,0
0,1,0,0,1,0,10,2,230,0,0,0
0,0,0,1,1,0,32,1,215,0,5,1
0,1,0,0,1,0,10,3,2120,3,136,1
0,1,0,0,1,0,8,1,26,0,0,0
0,1,0,0,1,0,11,1,173,0,8,1
0,1,0,0,1,0,10,1,844,0,115,1
0,1,0,0,1,0,8,1,156,0,4,0
0,1,0,0,0,1,10,1,587,3,81,0
0,1,0,0,1,0,27,2,395,0,27,0
0,0,0,1,1,0,29,1,544,2,15,0
0,1,0,0,1,0,9,1,987,0,15,0
0,0,0,1,1,0,39,1,30,0,7,1
0,0,1,0,1,0,30,2,705,0,33,1
0,1,0,0,1,0,17,1,663,4,48,0
0,0,0,1,1,0,18,3,53,0,5,1
0,1,0,0,1,0,17,2,784,2,36,1
0,1,0,0,1,0,14,1,882,17,5,0
0,1,0,0,1,0,9,2,82,0,5,1
0,1,0,0,1,0,21,1,416,11,14,1
0,1,0,0,1,0,15,1,489,3,18,1
0,1,0,0,1,0,12,3,0,0,0,1
0,1,0,0,1,0,21,1,312,1,45,1
0,0,1,0,1,0,22,1,126,0,13,1
0,0,1,0,1,0,8,1,203,0,7,0
0,0,1,0,1,0,21,3,507,3,49,1
0,1,0,0,0,1,9,1,493,1,15,0
0,1,0,0,1,0,28,4,974,0,47,0
0,1,0,0,1,0,11,1,5,0,1,1
0,0,1,0,1,0,35,1,259,0,11,0
0,1,0,0,1,0,16,1,84,0,12,0
0,1,0,0,1,0,33,1,104,3,0,1
0,1,0,0,1,0,8,1,484,0,0,0
0,1,0,0,1,0,16,1,748,0,22,1
0,1,0,0,1,0,15,1,1320,4,80,1
0,1,0,0,1,0,11,2,82,0,2,1
0,0,1,0,1,0,14,1,101,0,7,1
0,1,0,0,1,0,18,2,874,0,17,0
0,1,0,0,0,1,7,1,1457,3,69,1
0,1,0,0,1,0,24,1,525,0,12,1
0,1,0,0,1,0,15,1,777,3,18,1
0,1,0,0,0,1,14,1,1336,10,76,1
0,1,0,0,1,0,22,1,1743,2,111,1
0,1,0,0,1,0,7,3,878,3,42,0
0,1,0,0,1,0,12,1,168,2,6,0
0,1,0,0,1,0,17,2,21,0,0,0
1,0,0,0,1,0,12,1,211,3,18,1
0,1,0,0,0,1,9,1,2695,76,113,0
0,1,0,0,1,0,13,1,502,1,19,0
0,0,1,0,0,1,9,1,502,1,45,0
0,1,0,0,1,0,21,1,469,2,43,1
0,1,0,0,0,1,13,1,792,1,17,1
0,1,0,0,1,0,7,1,447,1,18,1
0,0,0,1,1,0,35,1,21,0,0,1
0,1,0,0,1,0,36,1,294,0,35,0
0,1,0,0,1,0,28,1,698,0,122,1
0,1,0,0,1,0,27,1,145,0,4,0
0,0,0,1,1,0,14,2,3,0,0,0
0,1,0,0,1,0,27,1,1061,0,42,0
0,1,0,0,1,0,25,2,20,0,1,1
0,1,0,0,1,0,15,1,1340,3,51,1
0,1,0,0,0,1,9,1,703,9,41,1
0,1,0,0,1,0,11,1,780,0,0,1
0,1,0,0,1,0,12,2,464,2,36,0
0,1,0,0,1,0,8,1,87,0,0,0
0,0,0,1,1,0,27,2,50,1,10,1
0,1,0,0,1,0,20,2,382,0,14,1
0,1,0,0,1,0,7,1,281,0,6,0
0,0,1,0,0,1,18,1,804,28,105,1
0,1,0,0,1,0,12,1,226,0,9,1
0,0,1,0,1,0,15,2,692,2,36,1
0,1,0,0,0,1,12,1,2004,0,126,0
0,0,1,0,1,0,16,1,488,1,49,1
0,1,0,0,1,0,7,2,574,2,76,0
0,1,0,0,1,0,14,1,278,0,11,1
0,1,0,0,1,0,19,2,530,5,29,0
0,0,0,1,1,0,8,1,68,0,0,0
0,1,0,0,1,0,20,1,305,4,19,0
0,1,0,0,1,0,12,1,306,1,18,0
0,1,0,0,1,0,11,1,200,2,0,1
0,0,0,1,1,0,22,1,37,0,6,0
0,1,0,0,1,0,53,2,2297,9,56,0
0,1,0,0,1,0,9,1,69,5,4,0
0,1,0,0,1,0,14,1,247,0,9,1
0,1,0,0,1,0,18,1,1153,5,51,1
0,1,0,0,0,1,11,2,707,12,60,1
0,1,0,0,1,0,16,1,545,8,31,1
0,1,0,0,1,0,12,1,204,1,21,1
0,1,0,0,1,0,46,1,2021,0,0,0
0,1,0,0,1,0,14,2,598,1,26,1
0,1,0,0,1,0,8,2,104,0,21,0
0,1,0,0,1,0,13,1,118,0,2,0
0,1,0,0,1,0,16,2,270,0,0,0
0,1,0,0,1,0,24,2,163,0,3,0
0,1,0,0,1,0,13,1,376,0,40,0
0,1,0,0,1,0,13,1,626,0,18,1
0,1,0,0,1,0,18,2,277,1,2,1
0,0,0,1,1,0,42,1,27,0,0,1
0,1,0,0,1,0,11,1,821,0,19,0
0,1,0,0,0,1,8,1,1771,0,23,0
0,1,0,0,1,0,14,2,294,0,0,1
0,1,0,0,1,0,7,1,309,0,20,0
0,1,0,0,1,0,13,3,345,4,29,1
0,0,0,1,1,0,13,1,28,0,0,1
0,1,0,0,1,0,17,1,313,0,21,0
0,1,0,0,1,0,19,1,94,0,3,1
0,0,1,0,1,0,26,1,1079,12,22,0
0,1,0,0,1,0,26,1,151,0,12,1
0,1,0,0,1,0,8,1,922,0,22,0
0,1,0,0,1,0,21,1,0,0,0,1
0,1,0,0,1,0,11,1,328,1,20,1
0,0,1,0,1,0,25,1,398,1,17,1
0,1,0,0,1,0,15,1,696,1,30,1
0,1,0,0,1,0,25,1,471,0,14,1
0,1,0,0,1,0,24,1,24,0,6,1
0,1,0,0,1,0,16,2,765,0,32,0
0,1,0,0,1,0,13,1,233,0,18,0
0,1,0,0,1,0,22,3,984,3,45,1
0,0,1,0,1,0,6,1,309,6,23,0
0,0,1,0,1,0,13,1,513,2,23,1
0,1,0,0,1,0,11,2,144,0,8,0
0,1,0,0,1,0,13,2,527,0,39,0
0,1,0,0,1,0,25,1,146,1,7,0
0,1,0,0,1,0,11,2,606,4,20,1
0,1,0,0,1,0,14,1,381,0,37,0
0,1,0,0,1,0,33,1,549,0,17,1
0,1,0,0,1,0,6,1,192,0,7,0
0,1,0,0,1,0,14,1,104,7,3,0
0,1,0,0,1,0,40,1,444,10,33,1
0,0,1,0,1,0,23,2,80,0,2,0
0,1,0,0,1,0,11,1,436,1,63,1
0,1,0,0,1,0,17,3,332,0,21,0
0,1,0,0,1,0,16,1,382,0,47,1
0,1,0,0,1,0,19,1,355,0,8,1
0,1,0,0,1,0,7,1,1460,3,28,0
0,1,0,0,1,0,49,3,339,3,16,0
0,1,0,0,1,0,7,1,480,1,26,0
0,0,1,0,1,0,28,2,44,0,0,0
0,1,0,0,1,0,11,1,165,0,0,1
0,1,0,0,1,0,23,1,117,0,13,1
0,1,0,0,1,0,21,1,360,7,28,1
0,0,1,0,1,0,8,3,501,0,0,0
0,0,0,1,1,0,36,2,13,2,5,1
0,1,0,0,1,0,23,1,92,1,23,1
0,1,0,0,1,0,19,2,425,4,15,1
0,0,1,0,1,0,25,1,291,5,38,0
0,1,0,0,1,0,18,4,462,1,12,1
0,1,0,0,1,0,7,1,185,0,49,0
0,1,0,0,1,0,9,1,224,0,12,1
0,1,0,0,1,0,21,1,339,0,11,0
0,1,0,0,1,0,8,1,248,2,7,1
0,1,0,0,1,0,7,1,117,0,10,0
0,1,0,0,1,0,25,1,576,2,15,0
0,1,0,0,0,1,11,1,964,1,58,0
0,1,0,0,1,0,24,2,793,24,37,1
0,1,0,0,0,1,14,1,233,0,63,1
0,1,0,0,1,0,25,1,210,0,9,0
0,0,1,0,1,0,11,4,119,1,9,1
0,1,0,0,1,0,25,1,1183,2,14,1
0,0,1,0,1,0,40,1,525,1,24,1
0,1,0,0,1,0,18,1,188,2,9,1
0,1,0,0,1,0,26,2,693,5,62,0
0,1,0,0,1,0,30,4,591,8,35,1
0,1,0,0,1,0,23,1,72,4,6,1
0,1,0,0,1,0,10,1,108,0,5,1
0,1,0,0,1,0,45,2,1137,1,181,0
0,0,1,0,1,0,26,3,716,3,57,0
0,1,0,0,1,0,7,2,1129,10,61,0
0,1,0,0,1,0,13,1,797,23,10,0
0,1,0,0,1,0,28,1,841,5,42,1
0,1,0,0,1,0,18,1,258,0,12,1
0,1,0,0,1,0,23,2,67,0,7,1
0,1,0,0,1,0,23,4,663,0,0,1
0,1,0,0,1,0,11,1,231,1,28,0
0,1,0,0,1,0,22,1,60,0,1,0
0,1,0,0,1,0,16,1,819,0,19,0
0,1,0,0,1,0,8,3,232,0,0,0
0,1,0,0,1,0,11,1,188,0,19,0
0,1,0,0,1,0,11,1,130,0,1,0
0,1,0,0,1,0,8,2,103,4,6,0
0,1,0,0,1,0,14,1,1309,2,57,0
0,1,0,0,1,0,9,2,1396,16,23,0
0,1,0,0,1,0,14,1,655,0,19,1
0,1,0,0,1,0,36,1,1087,0,38,0
0,1,0,0,1,0,25,4,639,8,59,1
0,1,0,0,1,0,11,1,1040,9,49,1
0,0,0,1,1,0,24,1,320,2,68,1
0,1,0,0,1,0,11,1,670,8,62,0
0,1,0,0,1,0,34,1,143,0,16,0
0,0,1,0,1,0,22,2,318,6,38,0
0,1,0,0,1,0,8,2,1600,2,47,1
0,1,0,0,1,0,13,2,0,0,0,1
0,0,0,1,1,0,29,2,207,0,32,0
0,1,0,0,1,0,7,1,324,6,24,0
0,1,0,0,1,0,13,1,1367,0,0,0
0,1,0,0,1,0,16,1,1087,11,93,0
0,0,1,0,1,0,27,1,382,0,18,1
0,1,0,0,1,0,13,1,318,4,13,0
0,0,0,1,1,0,13,2,7,0,1,1
0,1,0,0,1,0,16,3,1475,0,20,0
0,1,0,0,1,0,25,2,509,0,28,0
0,1,0,0,1,0,25,1,324,0,18,0
0,1,0,0,1,0,19,2,455,0,24,0
0,1,0,0,1,0,9,2,177,0,0,0
0,1,0,0,1,0,6,1,973,2,56,1
0,1,0,0,1,0,12,1,161,0,0,1
0,0,1,0,1,0,34,1,170,0,7,1
0,0,1,0,1,0,27,1,829,13,26,1
0,0,1,0,1,0,30,2,12,0,0,1
0,1,0,0,1,0,11,1,873,0,10,1
0,1,0,0,1,0,17,2,127,1,10,1
0,1,0,0,1,0,11,11,490,9,17,0
0,1,0,0,1,0,10,1,247,0,0,1
0,1,0,0,1,0,10,1,571,51,26,1
0,0,1,0,1,0,42,1,169,6,13,1
0,1,0,0,1,0,17,2,613,0,20,0
0,1,0,0,0,1,9,1,584,0,72,0
0,1,0,0,1,0,11,1,367,2,13,1
0,1,0,0,1,0,12,1,1461,2,108,0
0,1,0,0,1,0,11,1,390,1,33,1
0,1,0,0,1,0,20,1,287,8,8,0
0,1,0,0,1,0,10,1,337,0,10,1
0,1,0,0,1,0,22,1,274,0,13,1
0,1,0,0,1,0,7,2,128,0,5,0
0,1,0,0,1,0,20,1,1184,32,38,0
0,1,0,0,1,0,9,1,683,32,14,0
0,1,0,0,1,0,11,1,341,0,0,1
0,1,0,0,1,0,23,2,575,1,29,0
0,1,0,0,1,0,12,2,344,8,57,1
0,1,0,0,1,0,29,1,644,1,40,0
0,0,1,0,1,0,29,1,108,0,36,1
0,1,0,0,1,0,11,1,466,0,48,0
0,0,1,0,1,0,37,2,170,0,1,1
0,0,0,1,1,0,41,1,0,0,0,0
0,0,1,0,1,0,13,1,267,0,6,1
0,1,0,0,1,0,17,1,188,1,16,1
0,1,0,0,1,0,9,1,155,10,5,0
0,1,0,0,1,0,18,5,824,3,20,1
0,0,1,0,1,0,25,1,9,0,2,0
0,0,1,0,1,0,12,2,240,1,15,1
0,1,0,0,1,0,9,1,167,0,13,1
0,0,1,0,1,0,8,1,335,3,8,0
0,1,0,0,1,0,14,2,925,0,17,1
0,1,0,0,1,0,9,2,419,0,0,1
0,0,1,0,1,0,24,1,16,0,0,0
0,0,1,0,1,0,30,1,107,0,8,1
0,1,0,0,1,0,31,2,376,0,20,0
0,0,1,0,1,0,27,1,15,1,2,0
0,1,0,0,1,0,23,1,217,4,12,1
0,1,0,0,1,0,15,2,2279,9,86,0
0,1,0,0,0,1,16,1,1669,2,49,1
0,1,0,0,1,0,33,1,27,0,4,0
0,1,0,0,0,1,12,1,804,7,122,0
0,1,0,0,1,0,22,1,1000,3,58,1
0,1,0,0,1,0,8,2,143,2,14,0
0,1,0,0,1,0,16,1,786,0,89,1
0,1,0,0,0,1,11,1,1562,1,61,1
0,1,0,0,1,0,17,2,397,3,10,0
0,0,1,0,1,0,32,2,229,0,14,0
0,0,1,0,1,0,38,1,203,0,10,0
0,1,0,0,1,0,13,1,645,2,42,1
0,0,1,0,1,0,25,1,424,35,4,0
0,0,1,0,1,0,25,1,211,0,7,1
0,1,0,0,1,0,17,2,154,0,8,0
0,1,0,0,1,0,21,2,204,0,11,0
0,1,0,0,1,0,19,1,160,0,10,1
0,1,0,0,1,0,17,5,986,12,74,0
0,0,0,1,1,0,27,1,16,0,0,0
0,1,0,0,1,0,15,2,504,19,44,0
0,1,0,0,1,0,14,1,373,0,0,0
0,1,0,0,1,0,14,2,1052,0,16,1
0,0,1,0,1,0,22,1,153,0,3,1
0,1,0,0,1,0,12,1,1295,0,0,0
0,1,0,0,1,0,10,2,134,0,8,1
0,1,0,0,1,0,9,1,808,2,20,0
0,1,0,0,0,1,14,1,432,0,18,0
0,0,0,1,1,0,36,1,29,0,1,0
0,1,0,0,1,0,39,1,478,0,15,0
0,1,0,0,1,0,15,1,508,4,25,1
0,1,0,0,1,0,13,1,813,0,3,0
0,0,1,0,1,0,33,1,1511,0,69,1
0,1,0,0,1,0,10,1,522,0,20,0
0,1,0,0,1,0,28,2,67,0,4,0
0,1,0,0,1,0,17,1,161,5,3,0
0,0,1,0,1,0,24,1,204,2,12,0
0,1,0,0,0,1,8,1,677,2,85,0
0,1,0,0,1,0,11,1,412,5,24,1
0,1,0,0,1,0,11,1,537,2,18,1
0,1,0,0,1,0,13,1,1349,14,89,0
0,0,0,1,1,0,37,2,7,0,2,1
0,1,0,0,1,0,13,1,239,4,27,1
0,1,0,0,1,0,19,1,813,5,33,0
0,0,1,0,1,0,16,2,136,0,24,1
0,0,0,1,1,0,8,2,94,0,0,1
0,1,0,0,0,1,15,1,277,4,0,0
0,1,0,0,0,1,8,1,190,0,0,0
0,1,0,0,1,0,12,1,165,0,6,1
0,1,0,0,1,0,19,1,680,2,17,1
0,0,1,0,1,0,30,1,547,4,31,0
0,1,0,0,0,1,8,1,48,0,4,1
0,1,0,0,0,1,6,1,2312,0,112,1
0,1,0,0,1,0,25,1,220,0,26,1
0,1,0,0,1,0,25,1,168,0,10,1
0,1,0,0,1,0,12,1,196,8,28,1
0,1,0,0,1,0,23,2,801,7,63,1
0,1,0,0,1,0,18,1,432,1,13,0
0,1,0,0,1,0,13,1,273,0,0,1
0,0,1,0,1,0,16,1,273,0,38,1
0,1,0,0,0,1,12,1,782,0,2,1
0,1,0,0,1,0,29,1,94,0,7,0
0,1,0,0,1,0,14,1,246,0,10,1
0,1,0,0,1,0,10,1,183,0,10,0
0,1,0,0,1,0,28,1,336,0,23,0
0,1,0,0,1,0,15,2,143,0,10,0
0,0,1,0,1,0,16,1,51,0,3,1
0,1,0,0,1,0,10,1,1218,4,48,1
0,1,0,0,1,0,35,1,246,0,12,1
0,1,0,0,1,0,22,2,274,0,9,1
0,1,0,0,0,1,24,1,192,0,6,0
0,1,0,0,1,0,21,1,1164,0,30,0
0,1,0,0,0,1,7,1,1471,97,45,1
0,0,1,0,1,0,15,2,82,1,5,1
0,1,0,0,1,0,22,5,299,0,0,0
0,1,0,0,1,0,9,1,497,0,8,0
0,1,0,0,0,1,9,1,840,1,9,0
0,0,0,1,1,0,25,1,75,2,2,1
0,0,1,0,1,0,17,2,148,0,0,1
0,1,0,0,1,0,33,1,1298,1,5,1
0,1,0,0,0,1,13,1,463,0,0,0
0,1,0,0,1,0,17,1,117,0,16,1
0,1,0,0,1,0,13,1,150,0,2,1
0,1,0,0,1,0,32,3,794,1,19,0
0,1,0,0,1,0,10,1,92,0,3,0
0,1,0,0,1,0,21,1,568,0,98,0
0,1,0,0,1,0,17,3,729,2,50,0
0,1,0,0,0,1,12,1,328,2,37,1
0,1,0,0,1,0,52,1,189,3,11,0
0,1,0,0,1,0,18,1,677,5,66,1
0,0,0,1,1,0,26,2,109,0,4,1
0,1,0,0,1,0,25,1,454,0,24,0
0,1,0,0,1,0,29,1,292,0,9,1
0,0,1,0,1,0,22,1,775,1,50,1
0,1,0,0,1,0,7,1,1213,1,134,0
0,1,0,0,1,0,11,2,208,0,10,1
0,1,0,0,1,0,28,2,1212,5,69,0
0,0,0,1,1,0,28,1,409,11,21,1
0,1,0,0,1,0,29,2,958,2,18,0
0,1,0,0,1,0,15,1,1575,8,106,1
0,1,0,0,1,0,19,1,147,0,3,0
0,1,0,0,1,0,28,1,154,6,15,1
0,1,0,0,1,0,18,3,814,5,41,1
0,1,0,0,1,0,17,1,176,0,28,0
0,1,0,0,1,0,20,1,934,4,63,1
0,1,0,0,1,0,12,2,205,0,11,1
0,1,0,0,1,0,14,1,237,1,11,0
0,1,0,0,1,0,18,1,167,0,14,0
0,1,0,0,1,0,35,1,257,0,3,0
0,0,1,0,1,0,32,1,283,21,28,0
0,1,0,0,1,0,7,1,102,3,3,0
0,0,1,0,1,0,26,2,73,0,4,0
0,1,0,0,1,0,25,1,186,0,3,1
0,0,1,0,1,0,25,2,125,0,9,1
0,1,0,0,1,0,11,1,201,0,4,0
0,0,1,0,1,0,20,1,73,0,3,1
0,1,0,0,0,1,38,1,353,0,27,1
0,1,0,0,1,0,25,1,1957,6,116,0
0,0,1,0,1,0,23,1,445,2,70,1
0,0,1,0,1,0,20,1,1227,1,31,0
0,1,0,0,1,0,33,1,1152,7,39,1
0,1,0,0,1,0,35,2,1228,9,40,0
0,0,1,0,1,0,28,2,470,0,11,0
0,1,0,0,1,0,9,1,754,75,14,0
0,1,0,0,1,0,28,2,156,0,8,0
0,1,0,0,1,0,11,1,546,2,27,1
0,1,0,0,1,0,11,1,255,2,5,0
0,0,1,0,1,0,20,1,651,1,74,1
0,1,0,0,1,0,16,1,810,4,29,1
0,1,0,0,1,0,19,2,34,1,6,1
0,1,0,0,1,0,12,1,297,0,6,1
0,1,0,0,1,0,21,2,1399,12,44,1
0,1,0,0,1,0,8,1,450,0,40,0
0,1,0,0,0,1,17,1,478,2,44,1
0,0,1,0,1,0,35,1,307,0,5,1
0,1,0,0,1,0,21,1,821,0,27,1
0,1,0,0,1,0,10,3,228,1,9,0
0,1,0,0,1,0,9,2,978,13,27,1
0,1,0,0,1,0,13,5,745,3,31,0
0,1,0,0,1,0,9,2,1017,30,7,1
0,0,1,0,1,0,10,1,407,3,20,1
0,1,0,0,1,0,19,1,174,5,21,0
0,0,0,1,1,0,20,1,384,4,24,0
0,1,0,0,1,0,7,1,89,0,5,0
0,1,0,0,1,0,33,2,327,0,3,0
0,1,0,0,1,0,14,1,1098,11,82,1
0,1,0,0,1,0,11,1,501,2,46,1
0,1,0,0,1,0,16,1,560,0,38,0
0,1,0,0,1,0,13,1,208,1,34,1
0,1,0,0,1,0,15,1,301,14,7,0
0,1,0,0,1,0,19,1,28,0,3,1
0,0,1,0,1,0,16,1,438,21,25,1
0,0,1,0,1,0,16,1,171,1,18,1
0,1,0,0,1,0,23,2,580,2,35,1
0,1,0,0,1,0,11,2,25,0,0,1
0,1,0,0,1,0,18,1,337,4,10,1
0,1,0,0,1,0,34,1,162,1,7,1
0,1,0,0,1,0,31,1,1192,2,56,1
0,0,1,0,1,0,29,1,524,0,1,1
0,1,0,0,1,0,13,1,670,0,32,0
0,1,0,0,1,0,18,1,1491,3,38,1
0,0,0,1,1,0,11,2,254,0,1,1
0,0,1,0,1,0,19,1,82,0,2,1
0,0,1,0,1,0,24,1,142,0,16,1
0,1,0,0,1,0,11,1,92,0,4,1
0,1,0,0,1,0,19,1,222,0,45,1
0,1,0,0,1,0,13,1,434,0,0,0
0,1,0,0,1,0,29,1,25,0,2,1
0,1,0,0,1,0,18,2,2117,2,78,1
0,1,0,0,1,0,13,2,387,3,76,0
0,1,0,0,0,1,6,1,1226,27,114,1
0,0,1,0,1,0,21,1,303,0,36,1
0,1,0,0,1,0,12,1,857,9,34,1
0,0,1,0,1,0,23,2,93,0,6,1
0,1,0,0,0,1,11,1,1809,10,108,0
0,1,0,0,1,0,18,3,179,0,0,1
0,1,0,0,1,0,35,3,562,2,29,1
0,1,0,0,1,0,17,1,759,0,54,1
0,0,1,0,1,0,32,1,121,0,9,0
0,1,0,0,1,0,34,2,560,16,66,1
0,1,0,0,1,0,13,1,947,0,68,0
0,1,0,0,1,0,9,1,843,8,15,0
0,1,0,0,1,0,16,1,668,0,28,1
0,0,0,1,1,0,35,1,260,2,18,1
0,0,0,1,1,0,35,1,10,0,0,1
0,1,0,0,1,0,16,1,1045,0,73,0
0,1,0,0,1,0,18,1,9,0,0,1
0,1,0,0,1,0,34,1,746,0,13,0
0,1,0,0,1,0,13,2,66,0,7,1
0,1,0,0,1,0,9,2,262,0,27,0
0,1,0,0,0,1,9,1,511,0,0,0
0,1,0,0,1,0,8,1,0,0,0,1
0,1,0,0,1,0,17,1,241,1,14,1
0,1,0,0,0,1,11,1,1381,4,42,0
0,1,0,0,1,0,10,3,603,42,98,1
0,1,0,0,1,0,14,1,238,0,13,0
0,1,0,0,1,0,13,1,669,1,24,1
0,0,0,1,1,0,7,2,0,0,0,1
0,1,0,0,1,0,18,1,111,0,6,0
0,1,0,0,1,0,10,1,8,0,0,1
0,1,0,0,1,0,39,1,280,2,22,0
0,1,0,0,1,0,12,2,1248,3,103,1
0,1,0,0,1,0,29,1,683,10,19,1
0,0,1,0,1,0,25,1,617,4,47,0
0,1,0,0,1,0,11,4,341,14,7,0
0,1,0,0,1,0,17,2,1158,2,126,0
0,0,1,0,1,0,37,1,477,0,10,1
0,1,0,0,1,0,9,1,418,0,0,1
0,1,0,0,1,0,21,1,691,24,21,0
0,0,0,1,1,0,27,5,1400,29,65,1
0,1,0,0,1,0,32,1,379,6,14,1
0,1,0,0,1,0,31,1,667,0,27,0
0,1,0,0,1,0,16,1,502,3,24,1
0,1,0,0,0,1,7,1,574,10,45,0
0,1,0,0,1,0,10,1,429,0,0,0
0,1,0,0,0,1,11,1,35,0,0,1
0,1,0,0,1,0,11,2,557,2,11,1
0,1,0,0,0,1,10,1,1353,8,99,0
0,1,0,0,1,0,18,2,531,4,7,1
0,1,0,0,1,0,19,1,6,0,0,1
0,1,0,0,1,0,15,2,38,0,0,0
0,0,1,0,1,0,40,2,596,3,8,0
0,1,0,0,1,0,16,1,146,0,13,0
0,1,0,0,1,0,11,1,209,0,11,0
0,1,0,0,1,0,27,4,223,8,31,0
0,1,0,0,1,0,12,2,1899,0,107,0
0,1,0,0,1,0,13,1,2552,18,131,0
0,1,0,0,1,0,22,1,704,58,39,1
0,1,0,0,1,0,21,1,428,4,23,1
0,1,0,0,1,0,23,2,1716,1,104,0
0,1,0,0,1,0,17,1,719,6,75,1
0,0,1,0,1,0,28,1,36,0,0,1
0,1,0,0,1,0,16,1,53,0,1,0
0,1,0,0,1,0,19,2,597,10,9,0
0,1,0,0,0,1,7,1,741,1,81,1
0,0,1,0,1,0,18,2,619,1,27,0
0,1,0,0,1,0,44,2,914,11,70,1
0,1,0,0,1,0,40,2,179,0,8,1
0,1,0,0,1,0,32,1,668,1,6,0
0,0,1,0,1,0,23,1,0,0,0,1
0,0,1,0,1,0,17,1,255,1,6,1
0,1,0,0,1,0,30,1,1350,4,15,0
0,1,0,0,1,0,11,1,406,0,6,1
0,1,0,0,0,1,17,1,195,1,9,1
0,0,0,1,1,0,31,1,38,0,2,0
0,1,0,0,1,0,17,1,90,0,16,0
0,1,0,0,1,0,13,1,413,1,19,0
0,1,0,0,1,0,10,2,446,5,11,0
0,1,0,0,1,0,14,1,1461,10,51,1
0,1,0,0,1,0,13,1,537,3,29,1
0,1,0,0,1,0,13,1,245,3,7,1
0,1,0,0,1,0,31,2,289,1,16,1
0,1,0,0,1,0,12,1,156,0,0,1
0,1,0,0,1,0,15,1,58,1,3,0
0,1,0,0,1,0,21,1,731,1,73,0
0,1,0,0,1,0,18,1,63,0,2,0
0,1,0,0,0,1,9,1,957,0,55,0
0,1,0,0,1,0,9,3,353,1,23,0
0,1,0,0,1,0,31,2,93,0,5,1
0,1,0,0,1,0,15,1,266,0,26,1
0,1,0,0,1,0,14,1,831,12,17,1
0,1,0,0,1,0,11,2,306,3,8,1
0,1,0,0,1,0,9,2,20,0,0,0
0,1,0,0,1,0,15,1,894,1,39,1
0,1,0,0,1,0,10,1,131,0,2,0
0,1,0,0,1,0,21,1,289,2,27,0
0,1,0,0,1,0,15,1,121,0,11,0
0,1,0,0,1,0,13,1,185,0,2,1
0,1,0,0,1,0,24,1,348,1,42,0
0,1,0,0,0,1,9,1,697,0,52,1
0,0,0,1,1,0,22,1,117,0,15,1
0,1,0,0,1,0,22,1,0,0,0,1
0,1,0,0,1,0,10,1,1831,5,27,1
0,1,0,0,1,0,11,2,24,0,11,1
0,0,1,0,1,0,29,1,69,1,6,1
0,0,1,0,1,0,15,1,426,2,10,0
0,1,0,0,1,0,20,1,1693,13,142,0
0,1,0,0,1,0,10,1,193,0,0,1
0,0,0,1,1,0,8,1,7,0,0,1
0,1,0,0,1,0,18,3,437,5,36,1
0,0,1,0,1,0,17,1,181,9,10,1
0,1,0,0,1,0,19,1,97,1,3,0
0,1,0,0,0,1,8,1,247,0,0,0
0,1,0,0,0,1,13,1,2534,0,61,0
0,0,1,0,1,0,29,1,376,2,27,1
0,1,0,0,1,0,11,1,121,1,1,1
0,1,0,0,1,0,11,1,180,0,12,0
0,0,0,1,1,0,39,2,77,0,3,0
0,1,0,0,1,0,35,1,1149,1,36,1
0,1,0,0,1,0,31,2,404,8,47,1
0,1,0,0,1,0,14,1,600,0,35,0
0,1,0,0,1,0,20,2,231,0,22,1
0,1,0,0,1,0,10,2,523,1,38,1
0,1,0,0,1,0,34,2,294,0,10,0
0,1,0,0,1,0,23,2,424,0,39,1
